Movie Title,Movie Year,Movie Duration,Movie Genres,Movie Rating,Our Rating,Movie Description,Movie Stars,Movie Votes,Movie Image,Movie Video
The Batman,2022,176 min,"Action, Crime, Drama",7.9,NA,"When a sadistic serial killer begins murdering key political figures in Gotham, Batman is forced to investigate the city's hidden corruption and question his family's involvement.","Robert Pattinson, Zoë Kravitz, Jeffrey Wright, Colin Farrell","618,592",https://m.media-amazon.com/images/M/MV5BMDdmMTBiNTYtMDIzNi00NGVlLWIzMDYtZTk3MTQ3NGQxZGEwXkEyXkFqcGdeQXVyMzMwOTU5MDk@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi3215114777/1434659529640-260ouz-1649797798433.mp4?Expires=1668188477&Signature=H8Ux2YJLuyVx2woPN2FkR3lo8GdtJcDdiLEfE4W7uBmd2brtDf76~75u9vMDG8Lmyk2gEC9qBxbtJO2lSBLKmuXXUxyPbRtNYmV1OmrxRpIhqMBZKskiYRAh4Fa8LpcXiAP7EVkvjkDrIR9kd9LPMWJ23AimkpFLonnNGjcfUjmRf~IR61t2MtKVgEegFBQPwdpgxTPS5Domq9a20U-JxlVGkJ6lsO1a4nax2R~M41ZgM4LdDbFOPREOClc9beviA~CrxlVr7bgklhVd~yil~84qYes2WRfF2mePLfcCTs2n7ggrbvbOPYieaMr8TYOI37SgMQCRuVNb53ukReMFaA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Takeover,2022,87 min,"Action, Crime, Thriller",5.2,NA,"Framed for murder after uncovering a privacy scandal, an ethical hacker must evade the police while trying to track down the criminals blackmailing her.","Holly Mae Brood, Geza Weisz, Frank Lammers, Susan Radder","2,000",https://m.media-amazon.com/images/M/MV5BZDE4ZTExZmMtYzA4NS00YzQwLTllMzgtNjQ0MDBjYTc3MzQxXkEyXkFqcGdeQXVyMTM0NTc2NDgw._V1_QL75_UY281_CR6,https://imdb-video.media-imdb.com/vi2327233817/1434659529640-260ouz-1665411588474.mp4?Expires=1668188480&Signature=NN5G7aMHDwo-4mfI1JTaaNA1SkVj~T2fiDF88SfZLGxkQ5KkGQLK7-BKIlVe0TYO7sVY4Je3k5dJLptJQQgIYMO--bqa9372-zNNS95H76OXFuokUJGodRgivOu0Y4Jq3HenuwsH6EDP2SUTULAS-3wav7dCldF3dRuNxt19gcKpS2kHsYg2Mw~O3camwZjyO4CzY9CZEIIG68hOBrAywb8ZEfFF8jlYnBEIj0h4i6CEmyt1~ySgQQpKqqmlIze-ZN6eh~I-r8PgGvJARRbZiyeWme60-RrYMG-0oS97l7kc5PTDkw6n3O~Eieo6GLJZYLzjOEGo9Cl0Ldl9yGkslA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Wild Is the Wind,2022,123 min,"Crime, Drama",5.4,NA,"Racial tensions and corruption come to a head in a small, segregated town after the police find the body of a young Afrikaner girl in the bush.","Mothusi Magano, Frank Rautenbach, Chris Chameleon, Mona Monyane",750,https://m.media-amazon.com/images/M/MV5BODRiYzI4ZWItNDRmOS00MWVmLWFmZGQtZGJlMjY4YjE3NGIzXkEyXkFqcGdeQXVyODAzMTg2NzU@._V1_QL75_UY281_CR5,https://imdb-video.media-imdb.com/vi4290495769/1434659529640-260ouz-1665756213477.mp4?Expires=1668188484&Signature=HD7kU7TrbGT-mEUIFIEaqwVyfhkQEY3q43Jxnw5584D~G3VXUJTp3iPL8N-s-9ONXir~fSq1ADMzBh-cM7AcsN1rz5hIIYdEjSj6SYcocQjsxV36CU5sSd4OqvxgM5QsNdPfgd6pUjR0S9Trq7T5ybwpnpL718N7zuZu~wtCwg0HSCq2HguRct8PRW-X8GYeFWCqXiHrm8BNXe0LaYNdj3Rto~p6CSnOpgJjSWmSj8Cr5LEc9SFcZd4qCnrRjUtYWi1A~7XD-HbhamYuB2wdvtQPNYPd0yZpVDtJT9Ic72keu4As9zgfP6knrrjH-gHvLR5qEjVV~8Z3wplkkiwTow__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Bad Guys,2022,100 min,"Animation, Adventure, Comedy",6.8,NA,"To avoid prison, a gang of notorious animal criminals pretend to seek being rehabilitated, only for their leader to secretly find that he genuinely wants to change his ways.","Sam Rockwell, Marc Maron, Awkwafina, Craig Robinson","36,805",https://m.media-amazon.com/images/M/MV5BMDhkYmU0MzctMWEzNy00ODg1LWI3ZjAtMGZlZjkzNWVmMzVjXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi1080345369/1434659529640-260ouz-1645633618871.mp4?Expires=1668188487&Signature=DoESrspWgLHZ2eQdZ~vudO4j3zI-QxQ4gabhCd6nHH2PcFdYq9Vyo-Lj84FgajFfa7em~a6DpOV8NXbQZhm3U6l5zQWrqGOGtJ4VZUAJNjRrYW5j7QBu9lFwQ5EZWs-JO-e1eLkswpo-cStQWHpRHQSguQHUbphIPR0cbsSaH9jW~ncFa7M9L6YM20Gh7uVcl0Tssgko-Al1LbVCtAHa9mNcc-C35HOkeo66zK4GRom2UiUYOToOJdhrO2Yvqv~BpS6DRqNXrl8zYX1MClFWOAgwadunhFu4GQ~UGPpDRoqu20pFBV3UuhMMlB6CX7uXdpPtoet8bO2NXkj2K5GrIQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Lucifer,2016,42 min,"Crime, Drama, Fantasy",8.1,NA,Lucifer Morningstar has decided he's had enough of being the dutiful servant in Hell and decides to spend some time on Earth to better understand humanity. He settles in Los Angeles - the City of Angels.,"Tom Ellis, Lauren German, Kevin Alejandro, D.B. Woodside","322,465",https://m.media-amazon.com/images/M/MV5BNDJjMzc4NGYtZmFmNS00YWY3LThjMzQtYzJlNGFkZGRiOWI1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi1302774553/1434659529640-260ouz-1632421122386.mp4?Expires=1668188491&Signature=Or03~oHDXMMEbhP7wXSOdl~smA5D7gXvH6j4m57e4cKBOnZTuTxkZTXNbsok6rQWZP6VLQQ6ers22RzuC1OkD93E~KmpiPw2bkJwvLvX7oHzt3PCuFWeNhxTLsncjQrtcU3hkDBHtA-~Qrud6qBmSxr8LNYIcXVfnBRg-THUyMWf6Afs5JT8HuxDjtXWuyUMyF17XEOnfhx9cyIXIoqDa6maUeTm7YNH9qaCMsm-d4iwoPRi-aYjq9DxbwOBOuJeads8JmYeusCruEcGrmeAQaRo~hr33G8xVjOYmW0XNOu80asoInUaexHIj9zAJPUuL6TRd20YumnMDMLe8ApKYw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
American Psycho,2000,102 min,"Crime, Drama, Horror",7.6,NA,"A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies.","Christian Bale, Justin Theroux, Josh Lucas, Bill Sage","610,818",https://m.media-amazon.com/images/M/MV5BZTM2ZGJmNjQtN2UyOS00NjcxLWFjMDktMDE2NzMyNTZlZTBiXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi4060743449/1434659607842-pgv4ql-1563649948318.mp4?Expires=1668188494&Signature=sTnFEeikjg4U3D0g8C8Z4oNcxdGNK7mYJa4T7QngwKr1nQ~EJhOiVgmH1aaJgeHLl9Dc9LgwqCYcwaTsO5fDuWg-kvE8eccLQenB2UeRU8-0ZgnpMixfzZTPGUfHhVrfNr6ttSofhrrWHU3A73YsVzn6gV-F~1yKaj3N3UMovJWmxdAclNqoKseMBfoSCqv6TasuuvW~18Y6OK2OtPfnpplYjlQ1GU8zKWv1yIWBhzV11LUHxgqYeihK8Aw2MR8Zqsxc4-XyXxLez4tSSXcjU4SWKCi1KxstjZ2Sa9NSxGfHT8i~V~UkhvS38wRublaien17TaFo0wIKZeu2-njQgw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Bones,2005,40 min,"Comedy, Crime, Drama",7.8,NA,"Forensic anthropologist Dr. Temperance ""Bones"" Brennan and cocky F.B.I. Special Agent Seeley Booth build a team to investigate murders. Quite often, there isn't more to examine than rotten flesh or mere bones.","Emily Deschanel, David Boreanaz, Michaela Conlin, T.J. Thyne","159,536",https://m.media-amazon.com/images/M/MV5BMjA3ODMxMzM5NF5BMl5BanBnXkFtZTgwMDM1NjU0OTE@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi1353689113/MV5BMTQxMjE1ODUzMF5BMTFeQXdlYm1eQW1lODAyNjgxNzMwMQ@@.webm?Expires=1668188176&Signature=Uh18NGe3-AbtK4aFxM93dDqSEztOorLJDe8Z7Oc5dU6bTbPeLfdx8hcys5DJd9Mu-KnKN-gEAxQyULf990VXiPkZ41Nb--7OHPp89LlQTkkSK8ySBtkP-agjeDSaH5dqsHG9eueVp0jP3u2gogrUfBGiFNL7grTfOu35xRjcW1iX6hRusSz62gucbungcapazBbzIyRfuXirJk8zfukLEnCDO5Kp1OumOXw702ojZv7mb4Vw-sCY0kSrrKvl-lq74AIaK-mr-vuBqOkQHx1LX4hq1ZdDvKqCh6U9pXdo9M0sEMm85fOjDI2nGj7sAJ3tNnDaQ42HSr3DtHHj4Wkz6w__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Halloween,2018,106 min,"Crime, Horror, Thriller",6.5,NA,"Laurie Strode confronts her long-time foe, Michael Myers, the masked figure who has haunted her since she narrowly escaped his killing spree on Halloween night four decades ago.","Jamie Lee Curtis, Judy Greer, Andi Matichak, James Jude Courtney","155,675",https://m.media-amazon.com/images/M/MV5BMmMzNjJhYjUtNzFkZi00MWQ4LWJiMDEtYWM0NTAzNGZjMTI3XkEyXkFqcGdeQXVyOTE2OTMwNDk@._V1_QL75_UY281_CR0,https://imdb-video.media-imdb.com/vi615692825/1434659529640-260ouz-1537564030663.mp4?Expires=1668188501&Signature=CtVTjihnb9-SIPqHHIEySpnUT0QKjULNACui-OoHkg5FQYniAjb~TqFN4VbHM4d3C9N19PvbuODCNB2PIa2izHzGf~YsiMAeXlg~6vmL7ZtHrxFSiOXei5WwqxK1XuEa3bO6SZL09BBk-WxDKmGXm16qNIkyVTXrKka00GfNkiFB-kKFOYNCzP0X674M5ZrAhBS30Tk0l-2IO6~XGfyVYSUJG1swjbZ8SBjR-hgMQfr2BoG9mKeJd~oRhETrAO9tZ8h8DTGOQDCQR468ZmN6ekJHKph9HEvDQLcCYM08EcRQt-souekw4A~PuVe4hiVyotFWyhwcuFsiQLz6eJukFw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Karppi,2018,45 min,"Crime, Drama, Mystery",7.3,NA,"When Sofia Karppi discovers the body of a young woman on a construction site, she triggers a chain of events that threatens to destroy her life--again.","Pihla Viitala, Lauri Tilkanen, Mimosa Willamo, Noa Tola","10,166",https://m.media-amazon.com/images/M/MV5BOGQ5MWNiOGYtM2E3OC00MmJiLWE4ZWYtOThmM2E1NjlkN2JkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY281_CR6,https://imdb-video.media-imdb.com/vi4145397017/1434659529640-260ouz-1554978017605.mp4?Expires=1668188183&Signature=jnXqBt0GEdyfKje7meQTFZRK1ly0Zs6UaRtSlJSfIYSGJ4jOcaYa00FJettot-K7Az8maxv8WWMIn9qIFyEzVHAribAtvS57bjN3sE681MZ5tlzVr2oMpftMa4uDa8zP4-OfK4jZ9opsbqri~HRIXiFhMjvVaQDaVeUEaxe12F3HmFLcKm~MLbf6UMjwrCNc0cQpzJFElx-Tc7qhMnnTwGcQUrmBKgWbQ5ZhB7ij4w~AT-1jcuCV1Cq65JZ3Z803DOQv6y7msTHMFwC41dzCr3LcWFkUVbyQ0fvtWEivFdL40Km3hNMoB5CQEiTtW7XapgbrmR0VeFIXlEJv3LM2FA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
American Gigolo,2022,55 min,"Crime, Drama, Mystery",7.1,NA,Follows Julian Kaye after his wrongful conviction release following 15 years in prison as he struggles to find his footing in the modern-day Los Angeles sex industry and navigates his complicated relationships.,"Jon Bernthal, Gretchen Mol, Lizzie Brocheré, Gabriel LaBelle","3,876",https://m.media-amazon.com/images/M/MV5BNTVhNDA3N2YtMDM2Yi00MDM1LWExMzItMjZhY2I2Nzk1MjJiXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi2339947033/1434659529640-260ouz-1660837325647.mp4?Expires=1668188190&Signature=r9v6kX7wZaUP0JDt2ExjgpSIImHGB7QuRx8cygz0qOpQXomQMM6besaLl2CnpWJotQlnPrDBFpFgu0L9l-FF01fabeDayuEXt8qGutrvhugRQWHM2hQVP7NHGKDBtwNNAY47S7p198fHxwiIBPECUCesMH0XiAgUlBm4F1cbCpt3fWSWivqeuTaPQ5BXJJPxV98MjXywSPuXpnF3DKxGYBeFsFXXESWkrk~uBWHAaqeiRZ36PwAqLO22g4JWIjyXmicOfOrcuzjNXl-Zw4ILiv8u00qUMP~A7I~MpC4RMKAeGxAYts7H3qIzF6LaSJsd9mzL~0croev42RJoA5y1nA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Glass Onion: A Knives Out Mystery,2022,139 min,"Comedy, Crime, Drama",8.1,NA,Famed Southern detective Benoit Blanc travels to Greece for his latest case.,"Daniel Craig, Edward Norton, Kate Hudson, Dave Bautista","1,333",https://m.media-amazon.com/images/M/MV5BYmZlZDZkZjYtNzE5Mi00ODFhLTk2OTgtZWVmODBiZTI4NGFiXkEyXkFqcGdeQXVyMTE5MTg5NDIw._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi4120495385/1434659529640-260ouz-1667834287454.mp4?Expires=1668188510&Signature=fZljiaORAOvCFWpZdJhw-hTkPbS94w3LdvKzvT92ue2F4rgNjsIqd-VxmkTNT8NqqiEnG12maQ1b5Rv7XGXfdW61qecMNFxL9FSsMD1Dz7kdUoX-jYdhAWodIViZsqn~IoeqKRRzhKhn-79pEXCVaQ6pCzq5wKKlCEsey6w~OMRS3XKwOZQfzuwZKmee0yzdEaCgJEI0oXnHleTZwMFAjKWlEnbkVP091s2-uby0jQN37~gdGq2aYJRzyVEUH538IVFa06rD5kTSTbI4pXUn~gamNASTdhu-AFd5QBVIddXdNyMqaqBuqeMu3AcEcn3oy5cJBr-AIVO~TW5xgw7r5w__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
True Detective,2014,55 min,"Crime, Drama, Mystery",8.9,NA,"Seasonal anthology series in which police investigations unearth the personal and professional secrets of those involved, both within and outside the law.","Vince Vaughn, Colin Farrell, Rachel McAdams, Taylor Kitsch","567,650",https://m.media-amazon.com/images/M/MV5BMmRlYmE0Y2UtNDk2Yi00NzczLWEwZTEtZmE2OTcyYzcxYmU5XkEyXkFqcGdeQXVyNTMxMjgxMzA@._V1_QL75_UY281_CR6,https://imdb-video.media-imdb.com/vi3290545689/1434659529640-260ouz-1591913291129.mp4?Expires=1668188197&Signature=k2RCy1IqpIQX7WvFvSdckUMrRo~OEx-aXVzypzrsm85injjF~kaVzRqqPSR1tw78tjBbhrF3PW7ViTyy9lv~iz8DzmrxRaZCin-pFu9asgv-N8MRHfDyNA87tRijFGAWOBgKqpEvq3A9pX5ZHuVXRnEhiUfHt~FA1U093fcQWWRFz4fnbqCWq6HEwT1N~6F6b~bs1sht1-r5-hoN5nCP2opPAUX0lW00d9RuLwpSBChTMVV1Xvisn9aQdlTHkGIr3gDoXHt88rKgPiPdyeZGG-gXVJknSFyWbNUPISHiqn5iOtP1LadsLwuCCI6eG98TLfKDNBnVOykUYoKCu132Dg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Blue Bloods,2010,43 min,"Crime, Drama, Mystery",7.7,NA,Revolves around a family of New York cops.,"Donnie Wahlberg, Bridget Moynahan, Will Estes, Len Cariou","40,667",https://m.media-amazon.com/images/M/MV5BMjY0NTE1ODU3OV5BMl5BanBnXkFtZTgwOTI4NDQwMDI@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi216906777/1434659529640-260ouz-1557948308114.mp4?Expires=1668188200&Signature=HrZYmRXh0SOTYaEDk1Mc6bNimSytvqeWKImHB9WnthJQyRjCLLOoXDeNe-m4-ScvnVo6KnsRJmwOzrGvGE2adEoYxoJHV15MTZF8P9QAJOKwYgqMW3AS~BlXuvYkDXNtVUfJmXMb2Gg3mKccPbw5exQp1NucZXESX7WBMw2b7RF604eg1HCTlghBsPuWod4YJXQIq-yedYXQVlNIrwzvYj0LW8iRcGKkyGL82EYIfrZKT80PCZVH6VG7YRBgAFMrbgp1Lo8n81mrNUAeezJlxnL~3qYMJGvT03b-VhdLkdPUVqX9OVpOMo-lTMxlYF~Dr19oE~BdQMaItZ1Y257vow__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Ozark,2017,60 min,"Crime, Drama, Thriller",8.5,NA,"A financial advisor drags his family from Chicago to the Missouri Ozarks, where he must launder money to appease a drug boss.","Jason Bateman, Laura Linney, Sofia Hublitz, Skylar Gaertner","313,325",https://m.media-amazon.com/images/M/MV5BZDUxMWNlMTUtYTljZS00MTE0LTlkYjktOTU1ODZjYzBhMTk0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi1353302297/1434659529640-260ouz-1600672132021.mp4?Expires=1668188520&Signature=iZzLBmwoxuOFwfsqwt~aG7jhi9Evgq2EbnIqr3yZdVJnRtFv3grQu2Z961Fgz7hPcU0tgyu6btKWxVPcMKuiTPGD6cTm~pH1YnAZgYBFP1gbHNf~wk7ZJ-1BGOD0DE4TBwnVZazpA49fB0jBTjHHxPTExqcKQ8UUNuEVxB7qK7jyHmNcDu4I6auGRM4vwZi38oZ4qu-N6bSXvTJ1WtpZ9M9Qo-O7CVeMe2TsR~isl-t7HW83oDir2R~12ty~8St0mSeeTZ9JRWFoOac5Tsk5AuJQhYsn-jUFzxJXRJ2IjNDxw3JsxPUpd5Ahkh7-nJLW0Vle2cBkOmGV3dx6ijouhA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Law & Order,1990,45 min,"Crime, Drama, Mystery",7.8,NA,"Follows a crime (usually a murder), usually adapted from current headlines, from two separate vantage points, the police investigation and the prosecution in court.","Jerry Orbach, Jesse L. Martin, Dennis Farina, S. Epatha Merkerson","39,087",https://m.media-amazon.com/images/M/MV5BOTZlNDQ5ZjctM2VlZC00MmMxLTg4MWQtYWI2MDA3NjA5NzkwXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi1061667353/1434659607842-pgv4ql-1664216352053.mp4?Expires=1668188203&Signature=aIMxewyz5camQ3-R9rkeXjAMCavpPLwGnuQPx~XqVYq4-eMgebT9B17lSNc0o64rqwXSY6PlX4w~eg72Jfi~KDDdYx76sSWXnhLoUAWW6qNA2~qj~mUe7GDbSOm-Hh2RMa723RVmbD57H-R1ls0mn8SqWc5hHDExudioC09R3EA~U2CFC91un72xj59TdB4ckJwFAP071VrCX9vn7scDOD7q8kG7ISk7C3s8ZbX9LTN99XrIATEaCEnXHaAlYcXyo75VvRnDqxXHDCC99Jzy~H46--fbp~idowZjX0TcAd~nA01l8gGEWF-LEB4riOh7EEBtFYH6~u0dlmC4~yRrQQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Wire,2002,59 min,"Crime, Drama, Thriller",9.3,NA,"The Baltimore drug scene, as seen through the eyes of drug dealers and law enforcement.","Dominic West, Lance Reddick, Sonja Sohn, Wendell Pierce","338,244",https://m.media-amazon.com/images/M/MV5BNTllYzFhMjAtZjExNS00MjM4LWE5YmMtOGFiZGRlOTU5YzJiXkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi3712664345/1434659529640-260ouz-1647987656005.mp4?Expires=1668188527&Signature=dKlg3OqhTyHR8fEm6utukIGVmN2mRYJkBYLxVGyAzqD0gf7r-Q7UsVQACHVXVcBTwT~PvMw4BvjGrw4I8aHMNyEK7n6FcQr--1YgrIis3EIe9SbbIZhnDWJcaM-gJ5Nk7JyPvutKE~80gtjPxg19LLqG5giKz2TAUp41WljCZ0XvS-ZXcEMe8bu~smBbqdg9ClPRBd4rpp5OWeq2a8qxFs2zNZwMeiM9sZ9l7xKnttMrG8z3a0SW-1HnOHADWThNEfpeMkTu3Vd3EQcn8KzFjthn87ZBkuzgwrPdVdKHOLZvV437B3iyzNFLBrIO9xrRqW-y5bndlPDFEAX65ymw7g__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Brooklyn Nine-Nine,2013,22 min,"Comedy, Crime",8.4,NA,"Comedy series following the exploits of Det. Jake Peralta and his diverse, lovable colleagues as they police the NYPD's 99th Precinct.","Andy Samberg, Stephanie Beatriz, Terry Crews, Melissa Fumero","313,807",https://m.media-amazon.com/images/M/MV5BNzVkYWY4NzYtMWFlZi00YzkwLThhZDItZjcxYTU4ZTMzMDZmXkEyXkFqcGdeQXVyODUxOTU0OTg@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi67879705/1434659529640-260ouz-1644279975668.mp4?Expires=1668188530&Signature=HIZWRO7Pv4Bbdbm-AYDRlrhP9EFKi~COMP0bgO4bVR9~V~09G2o03tbWTCUhh65hvq7NRoT70wwzENEtpvWf~tQax7M6FzmwIpJAM58z00dk5yu67sd97CszMEyk05qQ8m1T~vca5Mw0VwgsQPgl39e8h7efnhUWY7FnvhN8ByDSSt4GjNHROFV2q8tDp0GqXFUnPzpnXlMymYnGfESWZB4YYgBpm2irbPjGH78llM4065wvE293n7d~PnZ10nV7mxqRbILM82Cs38pXR5DmUxNJoUI2Jz-ImYydxDIYfHTc9LdOTScAdkjtH6Gz5JHrH7IVMgPIrXH8TTEi3IR29A__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The X-Files,1993,45 min,"Crime, Drama, Mystery",8.6,NA,"Two F.B.I. Agents, Fox Mulder the believer and Dana Scully the skeptic, investigate the strange and unexplained, while hidden forces work to impede their efforts.","David Duchovny, Gillian Anderson, Mitch Pileggi, William B. Davis","225,405",https://m.media-amazon.com/images/M/MV5BZDA0MmM4YzUtMzYwZC00OGI2LWE0ODctNzNhNTkwN2FmNTVhXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi2960964121/1434659529640-260ouz-1549503500099.mp4?Expires=1668188211&Signature=eqS8jg-CTN8gh2xmO4idkShOsWUJV6-qW07zxUWDs63i7lVbkqJes0tYBTNQDeG0WPfnMC0cKXbvQRGaPKeEmPRMH93SvNbfi843oPcc9WlCPfnCvmwDzpeTNvsKjKlAZGQytaLzTOrEdQr7cet~15KwousmKj5y9DdKJxmXWhP6sja71ZxG1zDVF2B~zQfU9BZZhzloxlUh6wWYFj4g9obBCxg1ZOvGB~~ENcmkih59Xa9a~ivpQ99Pc-4BdCJJmI0uohPi8Fn4A3S7Y2UloOJfjj7tMolncMI4W4pWPtzVs5i1VxRC9klGHIY03d3wIvgZC5H8PgYsIV3irbMo3Q__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Godfather,1972,175 min,"Crime, Drama",9.2,NA,The aging patriarch of an organized crime dynasty in postwar New York City transfers control of his clandestine empire to his reluctant youngest son.,"Marlon Brando, Al Pacino, James Caan, Diane Keaton","1,843,133",https://m.media-amazon.com/images/M/MV5BM2MyNjYxNmUtYTAwNi00MTYxLWJmNWYtYzZlODY3ZTk3OTFlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UY281_CR4,https://imdb-video.media-imdb.com/vi1348706585/1434659529640-260ouz-1616202346191.mp4?Expires=1668188537&Signature=ciWC4MRyOR9kmKBPOYPyxp139q7vllLcuBogeGwKT0617ojugFG8MwfrdZojjPITqw8dVNv3lM5UsxKTEVLx9TfVOKdakNiO5mCtY7vOUWLH5vr02H6mEN4i~xosruScoG1xlHnv0eF-Ng9LaKm93RYPBMUh1mwB--Q5AAzf0kaoTSzF1r-PWt-SdiqoJa5RnHvWBlqHr7jyVysZ1fqwEBbLY1qgSGzYRRQ~qwojft8XafQWVxE3~hjoDxkncAdpuQHxvEtJpddF2~RB3hoAhcxXUQAkk9gzTu3bP-dN9W5jk007RSasQ6H9DOKk13SnzEhAmkQGQndrmzcavy-dYw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Midsomer Murders,1997,90 min,"Crime, Drama, Mystery",7.9,NA,A veteran Detective Chief Inspector and his young Sergeant investigate murders around the regional community of Midsomer County.,"John Nettles, Jane Wymark, Barry Jackson, Neil Dudgeon","33,548",https://m.media-amazon.com/images/M/MV5BMjA5MmM5NjEtYjY2Yy00MzVmLThkMTYtYzcxMGE5MGFjMDQ2XkEyXkFqcGdeQXVyNDQ3NDM5OQ@@._V1_QL75_UY281_CR20,https://imdb-video.media-imdb.com/vi782221081/1434659529640-260ouz-1569516697732.mp4?Expires=1668188541&Signature=PgcAHW8pfcS0duNusaeGR~iJCPZuyDmyKqEZAzovhSOLJy-LWCuRLpipNp4ghASkIgDOBTbJaGFbf7Mma5WyMZ0wNBtor1HNfeVDKZgTv2uov6dOdtI~ukUBxThC34pDYiJz81EZ6teAn4gsS~76h~So-hNuTBQoaLe9s0jAvAzEewA80DUE6WdXUusePWeQmscnTzXxUQ2t09JJBMhy77wmXmIsjBhSe09-HeG~ut~S5~dfXjA0xTptake4jRIvpTDtCgVe~59Gbdgka30~L~Eys~j-0xTlXXsp1FSaSTDX0GyGQElerZEZvzmAygNkwvR7A4eJyxvZCTy9LGSshg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Only Murders in the Building,2021,30 min,"Comedy, Crime, Drama",8.1,NA,Three strangers who share an obsession with true crime suddenly find themselves caught up in one.,"Steve Martin, Martin Short, Selena Gomez, Amy Ryan","100,242",https://m.media-amazon.com/images/M/MV5BZTFmZWUwZmEtYzc4Ni00N2FmLTk1MmMtZmMyODYwZTNkY2EwXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_QL75_UY281_CR18,https://imdb-video.media-imdb.com/vi3754017561/1434659529640-260ouz-1639086779261.mp4?Expires=1668188544&Signature=h0oQ2JQ2ytjz8-tGNNVmv1w-dq8oH7R-f-6C0TkY2hdvW9iyNNCm119NvseLSVWUIDvDm0CuV34gQICccntzCoiMg0nsa7YEn2ArnFXGnHSnaShU-hO7oZ9H~xvZWd11rPQ7E70lLpafxDa78pBJI3rR-izFfCYayeCIFtokeENkWe7Zb0IFSUIjKNs6m2TCCm67K9nTok0fryJLcw9H4rlQNVu4fSMaEF~ESoYzKu4ce~kr1PmzYns4RBXp7L11rOL-LTIrKhduzGIRorR1bB-pwodwuknTYi96DdkJSLFQPopicKRn5T0DxKB2MmiPxPV6kp5bipn1samn7BoiFA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
