Movie Title,Movie Year,Movie Duration,Movie Genres,Movie Rating,Our Rating,Movie Description,Movie Stars,Movie Votes,Movie Image,Movie Video
Karen Pirie,2022,120 min,"Crime, Drama, Mystery",7.6,NA,DS Karen Pirie reopens the case of a murdered barmaid. Her investigation unearths flaws in the original 1996 inquiry.,"Lauren Lyle, Barrie Hunter, Ariyon Bakare, Chris Jenks","2,713",https://m.media-amazon.com/images/M/MV5BMmFiMTNhNTQtNjgyMy00Y2EwLTk5YjEtNTU5NmYyOTg3ZWM1XkEyXkFqcGdeQXVyMTUzOTcyODA5._V1_QL75_UY281_CR1,https://imdb-video.media-imdb.com/vi664913177/1434659529640-260ouz-1666126898955.mp4?Expires=1668188548&Signature=XT0w6RIMpiICqNTENwWl-VM17tqe1fhlWfigAkyi6xX~OQ4yF0Ja7OxVn0xqXO81QYHSWdq~qRAJFZg4zfAFah~8Xfs~XEK3vTgLTkhgAl454~IL2feVR5~9p2X~V-mk0a33mntidP4xuQob-WDtclHG2wxBxGpA9-xD0hf3DLetX1dmQh5mOMe2-c~ptlODs-TNb9zXsWutnODDShLsfzGAYbPcqMJr1Mqz4~38bJzp6ddwgTjZNNAz78o8pGNyPFyAh1hcReka54vD80IKCMMxTIaPOo7SBioYrpgdKOt8dBlrVjavaWydLEGfxectV1di0HS47R6HSQ7NoNssmQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Dark,2017,60 min,"Crime, Drama, Mystery",8.7,NA,"A family saga with a supernatural twist, set in a German town where the disappearance of two young children exposes the relationships among four families.","Louis Hofmann, Karoline Eichhorn, Lisa Vicari, Maja Schöne","377,891",https://m.media-amazon.com/images/M/MV5BOTk2NzUyOTctZDdlMS00MDJlLTgzNTEtNzQzYjFhNjA0YjBjXkEyXkFqcGdeQXVyMjg1NDcxNDE@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi3568025113/1434659529640-260ouz-1583968788159.mp4?Expires=1668188551&Signature=mcnfQxeqk-1Z8GLLNwNkc~jj67SpyqrSgnifkzGyi-rchRp~t2mhUacs2xa~aXdY1H6SshQNz1a1n9vKydOWC2X3xMos7RNPTFf1NLWToA7IuXVk8vbghLfN1pGsOgSq1pi0mZI8IpdzDw~ZiBc~GHKblmmOkqcmP1byFOA3E8V32VpPg64QI2-XNE5F6LsoxdOv1gj1husw9eL6qAMTKTmIfBXZS8k1U25nRvB9fzdKIdZ1xY6uVr9j0sBFYlgbp4NxURl~Q5OeuRHfuddkMF~zCBJ0a7oJzgcrJfPVViC9mbqsiYkVx~txk08JbEyAoBSXmpBx7OO5MJ9DE0yOhQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Decision to Leave,2022,139 min,"Crime, Drama, Mystery",7.3,NA,A detective investigating a man's death in the mountains meets the dead man's mysterious wife in the course of his dogged sleuthing.,"Park Hae-il, Tang Wei, Lee Jung-hyun, Go Kyung-Pyo","14,068",https://m.media-amazon.com/images/M/MV5BOTEzYTljMTMtODU0ZC00ZWI0LTlhOGEtYjE3MjI3NTI1YmNhXkEyXkFqcGdeQXVyNjgxODk1MTM@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi716227865/1434659529640-260ouz-1664913933787.mp4?Expires=1668188554&Signature=jj~3~yeGk7z9WUVcJLo4jPprUoiXqmHEXyiy-GPIxWcsP30Ml74ydDhUvYWa7BfVOEuYutSzn5HV~AkD~z1zZ9XVRZUUhgsj-odyYztju8mBkXY39m8qKGswLgjWhUC~MtOBrfG8rU3TaXJWUXQ3aAWb0pg029yKb5Lhai05aixHyk4vvPdzzVveuJ1~NgcdHYtN5x86z5uZNDtdIi7B~lpEvkBfRLrcJczur3ZXqeSWfdeJ5D~cNEiwpk8sdoCJBhPpi~9C45lJ4JtEjoGIUPiXiHmQVsDSkLoerHap5lxL-QdAcqRV4S32usZ-TKG55y002bk7C7UE9f1DlYQ-yg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Black Bird,2022,347 min,"Biography, Crime, Drama",8.2,NA,Jimmy Keene is sentenced to 10 years in a minimum security prison but he cuts a deal with the FBI to befriend a suspected serial killer. Keene has to elicit a confession from Larry Hall to find the bodies of as many as eighteen women.,"Taron Egerton, Paul Walter Hauser, Greg Kinnear, Ray Liotta","55,819",https://m.media-amazon.com/images/M/MV5BZjI3NjcyN2UtMGNhZC00YTYxLWJmOTQtNWI1ZGJmNjA4ZjY5XkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi3890987545/1434659529640-260ouz-1654700810980.mp4?Expires=1668188558&Signature=G9433YG-~VHHfVrIQ-WSsFyK1bbt3XWoK3XbrDE5wazMyaec~Kp5d9v26LgKv8DDMMWMA0T7oODuS3Il79PVaVNoNyjFNwBnODAWqXtl8hup0mYlLWNHMC8kDFQ-QYYE5zhZgyFK9QAy8Ewm5ELfAfgKkO5n0-mtB7Q3QfU6FsnHyVji9~VPbG8FncQoikY~1WhkySrOcXfcNSLpyJfXYeGJuuNrO3uwQbGv~Wf7t7Q8qT~AmvM-bZGHRR4WZvUp0jP9vp2ToBNLCLiUU7Pwz4nS3DTQoZ-V~nlm-TDNXl4bYC8CrX1PsCUhcqM7gk~GKXnkBZKHcchS48OkT6a3-A__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Reacher,2022,49 min,"Action, Crime, Drama",8.1,NA,Jack Reacher was arrested for murder and now the police need his help. Based on the books by Lee Child.,"Alan Ritchson, Malcolm Goodwin, Willa Fitzgerald, Hugh Thompson","119,912",https://m.media-amazon.com/images/M/MV5BNzQ4MGYzYzAtNjJlOC00NTdkLTlmNTAtMmZjMzZmZTg2YTEzXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_QL75_UY281_CR0,https://imdb-video.media-imdb.com/vi1263387417/1434659529640-260ouz-1648149663143.mp4?Expires=1668188561&Signature=KA9PLnMCVogBrPyRRqwmj86vAJIRaNLP0rulOHDMjV47JoESUk9Vh-1Dc4J3ZrNdZYeXttQT4AFDO18rH0kKT4SVmK4632X-Y1UMosW7Gqf-kUuzvZ83ozhgPeg~DxsB2KthzQsT5-jDUNU1tbfSBZBawOhLWCtEjN7fHNn3D-OPCLcT5Xsqas07ASLgT0M~0ge-mKjnsRkZADJOYj6LroNbcoAqRH3yO-YDaLblUFIAHHdHgZeBU~8ful1iTc6xnb2OxOdJhXt4JGeSBhYLIFv-vP8xFGsoVgRBeBp286m5pfrA93O5km3lLtT-gZIGW98h9oJxzldolOkfiMKw1w__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Pulp Fiction,1994,154 min,"Crime, Drama",8.9,NA,"The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.","John Travolta, Uma Thurman, Samuel L. Jackson, Bruce Willis","2,035,638",https://m.media-amazon.com/images/M/MV5BNGNhMDIzZTUtNTBlZi00MTRlLWFjM2ItYzViMjE3YzI5MjljXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UY281_CR2,https://imdb-video.media-imdb.com/vi2620371481/1434659379400-8cjq25-1450205469045.mp4?Expires=1668188564&Signature=bbD0NMMwS5vNzMhAqMl5WUQmbwK57s8FKOOenFdDlTbEfHwC1WfE~yQLasAauMw0koyhVg6K8HsV4YU3gHjR5zQ6LNKs0for3FyiGLF3eXqxwAmFHCgxNxeV5jKhYbuOn0XaGb9U9Y17B3lRjCRbr2~wKCUm0z9Ng1oza8S9DBQDMCBHy7B2t95JUHrbijfAlZiMywmngkt1INl2nRQHdAaa21Z2wP5n~OmhP7ETWP51mPPTuVIx0PSbaitUuC-o6~a0aGejLQHB~iHCSk07Ak0YwZkPGOhKDKTHRpbUQbC44V8~X8YJNdbWoW25cvSpdSAXM1Ob3U1v~BoPd-lqwg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Big Mouth,2017,30 min,"Animation, Comedy, Romance",7.9,NA,Teenage friends find their lives upended by the wonders and horrors of puberty.,"Nick Kroll, John Mulaney, Jessi Klein, Jason Mantzoukas","78,994",https://m.media-amazon.com/images/M/MV5BYjcyMmYwNzEtNTgxYS00ZDVkLTg0YzEtNmUzNmQ1NzM2MzMxXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi3210002201/1434659529640-260ouz-1580433029448.mp4?Expires=1668188751&Signature=gEFEUND4j1wpKVoGcRyv3~uQZ4qg0Ve~uQUBpXnEzyiq1oGXuluJW3wHwiB0OW6tY-0wBxEGCSDVqRZEUJJCZrM34bXtyJvo~slxyUQE1AjXboBhWwBm3znHh3dolJUF1Ind0PeqGzA~Es1LFBRpDoFE5BhO6UY2wlITZcz1FnJsawL4H2O-JQYQ7TD0UVVGq3eHtBXhZBQpnc4p09ZkV4UNROOqpjP4hFXXcypbDecqO2gWBmWe4QzePpooPWm71meWRMw9MeEKNCUcEYV4be1yVcMIK-vhXLXE-pfpzIenRjZeKthgx5F9EuBmuyo-VJBA1vTlGQfggYyCkZi2dQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Disenchanted,2022,NA,"Animation, Adventure, Comedy",NA,NA,"Ten years after her happily ever after, Giselle questions her happiness, inadvertently turning the lives of those in the real world and Andalasia upside down in the process.","Amy Adams, Alan Tudyk, James Marsden, Gabriella Baldacchino",NA,https://m.media-amazon.com/images/M/MV5BNDVhYjU1ZjUtNzI3Ni00Mzg5LWJhNGYtMjE3Y2FlZWY2Y2Y2XkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi1637074201/1434659529640-260ouz-1667315915637.mp4?Expires=1668188754&Signature=QcPrcOMawVmtCzsGHS47LR-lScJ6zff~kDiTJPH15KcuSEeZkfZoeWQhjjzWudvaBjUk~KQLX3EtToV8MfoG~dOe~8cQoEyxdmEWCmND7LtH5ty55Sis5p1xHrZXa00~7tA~KJDNqtptTE3~DoAaFIs9F2cTFoythfSu7yMwKuce8w96-66oj3uJ5xIurohGN7Si7hwp8w0mIoePqAMI98u5Nl5gtEMiKpoaB1hpRB~7y1eDJm5EF-eTHhdEl~gnE5ZjWOjC4McQwVVtHnDAiwbI0lKtynKe7~1AhCT~y7clJ2wmjvsEgmoBj0oshTy3X0uAMBlfjhBlblSFRIuSAg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Tales of the Jedi,2022,15 min,"Animation, Short, Action",8.4,NA,It showcases animated shorts that feature Jedi from the prequel era.,"Corey Burton, Ashley Eckstein, Dee Bradley Baker, Ian McDiarmid","14,007",https://m.media-amazon.com/images/M/MV5BODMwYmE1ZGItYWVjNi00ZWUxLWFjYjQtNjdjN2MzNzY0NmRlXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi4216635929/1434659529640-260ouz-1662831872014.mp4?Expires=1668187962&Signature=Xek1CYOMWM9dSXntwj0jnjUy5oVenRlnIRmOZ3edYB~LG1Q1waMwh-Gks9YiJ3tQEYPu96g1cfov~m79PKd5LX5Hp91Ou5YFpa4gzyQU8jQKzD86tNWlXQGrMlHI0Aqs6RrS7Nd9m8Ys3mEw---7MSj9MI8VN1vg~5jYHgoF-PrlLmUZDV0BMWbE6RNfUfkXwLUVNKJ6Nq9U~zBPFd8M8c2vMKWt2o7Rr8yXcFRc4hr6Cvwy4E0gmlYHATPBbg1xVC82B9edA4NzniiBGxWMjcoODhbv8QyQ0SAhKgOBBI9KiMOyPSEWAZPHSyyE7AVO9KNmISAnQI4ksDw0P-iJQA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Wendell & Wild,2022,105 min,"Animation, Adventure, Comedy",6.5,NA,"Two scheming demon brothers, Wendell and Wild, enlist the aid of 13-year-old Kat Elliot to summon them to the Land of the Living.","Lyric Ross, Keegan-Michael Key, Jordan Peele, Angela Bassett","4,958",https://m.media-amazon.com/images/M/MV5BMDZlMjcwZjMtYTQ3YS00N2IzLWI5ZWItZDY1YTMzZTE5YTFmXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi2377565465/1434659529640-260ouz-1665412003242.mp4?Expires=1668188761&Signature=lDCXsFXJlDMSEsPHhj7819ClODRwgx-YEACoL8fcNSX-ew8bAfrmZEo6H2Vj0Eox6RTkj9yod8rRytUQ-kqkKoJoMhBc5IJ37mTd3Emjkq2cWUHntBDIOw9Q0ALh7RPgSjZa~3pMCpBI7cLWBppWEJWJr8QCWcPESYdeQgSjiPRGYxyYYRmK1uk9J5hUw99b3yBQXarV923M38hBVFOw84a5Gdn2Rgw2Xl4bz-JRj1ISIAvGQC2RTBlC4rSDv0PmO~tXaZFoBbuGXrrS4paC-9HBx7cR0YNA5jfx4WHxbMoAQac6tKa3WOAeCnOqc5gTr2b-PhQbI45dsTz-KlXxtQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Chainsaw Man,2022,NA,"Animation, Action, Adventure",8.9,NA,"Following a betrayal, a young man left for the dead is reborn as a powerful devil-human hybrid after merging with his pet devil and is soon enlisted into an organization dedicated to hunting devils.","Kikunosuke Toya, Tomori Kusunoki, Ryan Colt Levy, Suzie Yeung","10,037",https://m.media-amazon.com/images/M/MV5BZjY5MDFhZTgtOGVhMi00NTUzLTk5NjktNmRlMjI3NjI4MmE0XkEyXkFqcGdeQXVyMTMzNDExODE5._V1_QL75_UY281_CR0,https://imdb-video.media-imdb.com/vi3244278297/1434659529640-260ouz-1663684001368.mp4?Expires=1668188765&Signature=OevqYW29ACnAkGci69W63LvSRek9wpOEH760BruZU7kh7weQs9By3o5v-8-XgAfwU42aX2XCHb9kh64HEDrlec~pcJ2sEl0OD2aBOAqPsiu4lAPpJgvCfFIAfu19cDFgzzy9NKibbFS9mhK0RMSoG6xmkWjpeOBfiGR7KYyTPOEiwEtxoeEDDIMd1xuNLXFXGeo0xpz~i65zTOAXbocWkHJM0CDtxyp--igfA5exgwJKUjaDMrYNY4lJsmUE2QGrsijjYg2VVLzP0ztUTYPir-~ZcIOGgG9m1PlyWNuBdH-AKND~ea4UngZeNCFMTHk-ZgBFRpRDvbZruOMWrNe4Bw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Rick and Morty,2013,23 min,"Animation, Adventure, Comedy",9.2,NA,An animated series that follows the exploits of a super scientist and his not-so-bright grandson.,"Justin Roiland, Chris Parnell, Spencer Grammer, Sarah Chalke","514,481",https://m.media-amazon.com/images/M/MV5BZjRjOTFkOTktZWUzMi00YzMyLThkMmYtMjEwNmQyNzliYTNmXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi1993588505/1434659529640-260ouz-1572898371337.mp4?Expires=1668188768&Signature=V7q5uE1YRAX0wJDF47DFvJjYW~bGL6lC1WLwO~vIXm9hywsIJ9GkeXDtD~uTroXcZa1ecCwttWGeu7YN5tsHp0oJQQVn9FhMInSfjf~66Ax5-Dm9Fvz8Hii6yIeohMUPm987Gtg192P2mXs6x4WE-3lFoy1D~3olD6vBF5Gkmz9vqDWGJwWW5qkkumwL0-TUZN7vp6eV54SWmKAhMC7rrEmoTppvpjpX5JtskNMtqKLxrd2-XCwVnIdOvOCCn4I~7Hm4JMBCu4774hmpPBWbuESfLoAhFHcuGXq46AAHERvsS0vwJwE6LuryWsqe7uIH8ckaCgH0En2jXn2oc-Vs4A__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Nightmare Before Christmas,1993,76 min,"Animation, Family, Fantasy",7.9,NA,"Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion.","Danny Elfman, Chris Sarandon, Catherine O'Hara, William Hickey","338,319",https://m.media-amazon.com/images/M/MV5BNWE4OTNiM2ItMjY4Ni00ZTViLWFiZmEtZGEyNGY2ZmNlMzIyXkEyXkFqcGdeQXVyMDU5NDcxNw@@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi1628814105/1434659529640-260ouz-1564053155113.mp4?Expires=1668188771&Signature=u8X5RCb8K953~twOcfj2bq9tu5GTtzcE2XjqbAZaMLuF8ylE723-EDi6t4~-PXupQ8-oM53a9-fNWioPW-3Diy1UgN8SrJFUIILGu6BsKXTQKMWDAckVa9pgBq1KWLcmg8XUzIlqXl-QhqoAcG0OgsB5GNbcmX9owz7uTl~OSEL2uCtFDSR4vNhrKuINaCjQ9CZczBAIbPAFK5uk5xj4gqYpuVc2vG14IRAZQU9lrBcLUJWDbPQm79CK0s~687tq4GDgRgg3VCcK9xPzdNBf2pgKHP2D0KtFXjfZ5HPQFVaL0Unv5M0GnmqFxPh2RK3mqLUHRf8i2fLBBpmqiMvtkw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Simpsons,1989,22 min,"Animation, Comedy",8.7,NA,The satiric adventures of a working-class family in the misfit city of Springfield.,"Dan Castellaneta, Nancy Cartwright, Harry Shearer, Julie Kavner","405,980",https://m.media-amazon.com/images/M/MV5BYjFkMTlkYWUtZWFhNy00M2FmLThiOTYtYTRiYjVlZWYxNmJkXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi3958554393/1434659529640-260ouz-1570832597807.mp4?Expires=1668188775&Signature=iexgY5NfTyEXCmzet-X16KMCQIMbuH7QoHFJvdSLcDKSxaf4-2ZBN34UNIduhKJfw5fmih0WesqiQW-DwOxb9tUFzSb2Q649nIwGZnHHflxoSDcE6wVn5tFV2KTD4GLbY59WRLkvgtGsiSvuGFtbKR9kSTYPOBRqGQJrp4Y22rSTOoX1JmCadDYcPP8cO5XfhIZb3k-4lXkhgpb3GESpY07fp4clHKlQW5hyIzCZYluOgGIO9admTqekc7vd0jOYe8DjhJIpno1jGzrEdGVGA5lckQ~35UJ1h~4OuW8HpQKZ7mbgIBn2ThwaoMijjHQZOSzSqzJwTk~wuzWZPPhAjw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Bad Guys,2022,100 min,"Animation, Adventure, Comedy",6.8,NA,"To avoid prison, a gang of notorious animal criminals pretend to seek being rehabilitated, only for their leader to secretly find that he genuinely wants to change his ways.","Sam Rockwell, Marc Maron, Awkwafina, Craig Robinson","36,805",https://m.media-amazon.com/images/M/MV5BMDhkYmU0MzctMWEzNy00ODg1LWI3ZjAtMGZlZjkzNWVmMzVjXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi1080345369/1434659529640-260ouz-1645633618871.mp4?Expires=1668188487&Signature=DoESrspWgLHZ2eQdZ~vudO4j3zI-QxQ4gabhCd6nHH2PcFdYq9Vyo-Lj84FgajFfa7em~a6DpOV8NXbQZhm3U6l5zQWrqGOGtJ4VZUAJNjRrYW5j7QBu9lFwQ5EZWs-JO-e1eLkswpo-cStQWHpRHQSguQHUbphIPR0cbsSaH9jW~ncFa7M9L6YM20Gh7uVcl0Tssgko-Al1LbVCtAHa9mNcc-C35HOkeo66zK4GRom2UiUYOToOJdhrO2Yvqv~BpS6DRqNXrl8zYX1MClFWOAgwadunhFu4GQ~UGPpDRoqu20pFBV3UuhMMlB6CX7uXdpPtoet8bO2NXkj2K5GrIQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Family Guy,1999,22 min,"Animation, Comedy",8.2,NA,"In a wacky Rhode Island town, a dysfunctional family strives to cope with everyday life as they are thrown from one crazy scenario to another.","Seth MacFarlane, Alex Borstein, Seth Green, Mila Kunis","338,153",https://m.media-amazon.com/images/M/MV5BODEwZjEzMjAtNjQxMy00Yjc4LWFlMDAtYjhjZTAxNDU3OTg3XkEyXkFqcGdeQXVyOTM2NTM4MjA@._V1_QL75_UY281_CR11,https://imdb-video.media-imdb.com/vi3186538009/1434659529640-260ouz-1564103246700.mp4?Expires=1668188782&Signature=cxFYPabALxN8xcJYrwTZOrQREJ76b6x~XlQFfryYoKhqxh5L1tkHNq8X7X7I1qX2VhtLrAjroiJgOnWmnN8XIWor4egeaVs~Jy7GwOKUMAJON0ku-hLvZ6DSrrRbjwT3B0Qn1n-vO0a1N~CF26zsvmH9jCh0GyXqlHOo3YcfokRlsy60LN3F7G6A592ruDieSIr2wAekkoejhkysFXrRvVkMGtXbdZB-M77NkIw4Y21y-M2Yfmc94NZCIj1O6ZPFcMTxhWW1lbX7Aepe0PDDMg78SNe1ZZpuzf1gzPUi-wElO6uqArcjLND0mykjfowGuD5YZ0khRrMMY6acfWfNwg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
One Piece Film: Red,2022,115 min,"Animation, Action, Adventure",7.0,NA,"For the first time ever, Uta - the most beloved singer in the world - will reveal herself to the world at a live concert. The voice that the whole world has been waiting for is about to resound.","Mayumi Tanaka, Kazuya Nakai, Akemi Okamura, Kappei Yamaguchi","5,802",https://m.media-amazon.com/images/M/MV5BNDBhM2IxMzItOTdmZi00NmMzLWFlNTgtN2E2MDRjODU4NzEzXkEyXkFqcGdeQXVyODMyNTM0MjM@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi3920872729/1434659529640-260ouz-1665159801660.mp4?Expires=1668188785&Signature=vC2Bm2HlfAeUTzwRwzSyDQVFe8V-FzScIBXy3QC5C4z0GStUlmHUcjZ~4Ja6fSsEjiSjISWkRazNCDjVWexTfIT3qJeinQ7289toUuSnzDcS3TewUmPFfM0NYPJWEFROuJjFYCQOugSFX42mNQxSrhwy~JDhB5VI0GNvZ1EPcl80YzSqAKpTLPfZKjhiGjRBycnRkcLfxoQmDR0cawA9AYJxHD4l4g~eazzx75UwwV2jRXrxbnjCQr6bOiO2U40yO5-souONyqX74PNjCjkH5wtHjJaNSnd7HFD-95nDpfXtaINlhRN3v0vgR-3wrJ6~So6YiYUBZLim-RZXfwENYA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Attack on Titan,2013,24 min,"Animation, Action, Adventure",9.0,NA,"After his hometown is destroyed and his mother is killed, young Eren Jaeger vows to cleanse the earth of the giant humanoid Titans that have brought humanity to the brink of extinction.","Josh Grelle, Bryce Papenbrook, Yûki Kaji, Yui Ishikawa","368,831",https://m.media-amazon.com/images/M/MV5BNzc5MTczNDQtNDFjNi00ZDU5LWFkNzItOTE1NzQzMzdhNzMxXkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi2631975705/1434659529640-260ouz-1636635767247.mp4?Expires=1668188789&Signature=N9o6JqzgsqL1LzEivMYQVY2fAgTHsmMG9VVsX5pp2dICE-IpKzucqPCv~9WufNgadC0Fku~W6JirN3VGdpRVqSsNBvmmqlmuB--Xmjs10m~~WHzCSrBd3nVIttBUIORVR0aiV0hPzxG9~wDfxracjXWb07gwGX~Xd3S~Ia3rufs3xo-uWAHQOPRaFrNjppJBAJ7nf~1HD4m3uoyjVXRqUiW8luILZLSTKE5QheaAJqiqGLEIE0I6om7HBIlwMbeOA781DXcU4xkKTG01GnQYI2q3kGXb13q4x77dP21yrmG27LedgctlJ7bGqINZhIe2SB2ALemWaIaDquoUs4jMqw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
One Piece,1999,24 min,"Animation, Action, Adventure",8.9,NA,"Follows the adventures of Monkey D. Luffy and his pirate crew in order to find the greatest treasure ever left by the legendary Pirate, Gold Roger. The famous mystery treasure named ""One Piece"".","Mayumi Tanaka, Laurent Vernin, Tony Beck, Akemi Okamura","124,641",https://m.media-amazon.com/images/M/MV5BODcwNWE3OTMtMDc3MS00NDFjLWE1OTAtNDU3NjgxODMxY2UyXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi1913960985/1434659529640-260ouz-1564065260545.mp4?Expires=1668188792&Signature=YSAnRQg7M7-NXfKE5kpf8ZRzvbEEuOwXxreiKfTL8o4XVFJ1yltBIVRxS54ZkGrWSwFji2QmMNDY~67i6D4p6LtUwTJ2tcpV~~7p2h~CCpkhr1S11l9E-L~dDWPIG5T-S9bYNOifN5SqQNgkk4MGLTL5OhyWPemt0rU8H~hLxmMePSrKeM8nGVoTkCLlcDbZ2vzR-qC8lIQLcIpBU~g987FsLxvpJFMvRVvohur26gjjlWqcMlvHnZIsAuL3y75OU7Sdya5qMA028HJFcSvS66D5bEUb8Dq2J~XflQp5Tvr7OJCq7b1lTemLoB1zJVOdNoIcMxN7K9~uFbDQbUblbw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
"Lyle, Lyle, Crocodile",2022,106 min,"Animation, Adventure, Comedy",6.3,NA,Feature film based on the children's book about a crocodile that lives in New York City.,"Shawn Mendes, Javier Bardem, Constance Wu, Scoot McNairy","2,358",https://m.media-amazon.com/images/M/MV5BYjNhZjA3MTctOTFjNi00Mjg5LTk3ODctOGZkNDMyMjY3YWNhXkEyXkFqcGdeQXVyMTI2ODM1ODUw._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi3638542873/1434659529640-260ouz-1655903514839.mp4?Expires=1668188796&Signature=QaMReqHJpL4~BVy1a06EhN1vz2vnDBRmmeR9cXqbHXm9TkbNsN~3QuDj~sC98w3GaWoclfNt9catDyhFNr-J~53Qtyduu09oFiVUes4Lzw42KYF-xmd0e2vShAITjkkhl8geNgnjTCcBnzZjwJNoo42NZrTDcoOdk6KVceVQPmn8chBh2DnrLRhw1v8tNJHTlycbKzTHpw5CS3muoiQSpxBrk-GyeIcXJyUJnqkYbPh9JzxwPZpTPoeOJPpmUifzyrvJWP4rxTs5qjZ3ohBgXnJo3V4FI-78ZwX2gCupq8zrfY9r8E8GciE9Txr0rxB39L9FK19ITgiPSpVcz3VAjg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Corpse Bride,2005,77 min,"Animation, Drama, Family",7.3,NA,"When a shy groom practices his wedding vows in the inadvertent presence of a deceased young woman, she rises from the grave assuming he has married her.","Johnny Depp, Helena Bonham Carter, Emily Watson, Tracey Ullman","274,611",https://m.media-amazon.com/images/M/MV5BMTk1MTY1NjU4MF5BMl5BanBnXkFtZTcwNjIzMTEzMw@@._V1_QL75_UY281_CR0,https://imdb-video.media-imdb.com/vi2683765017/1434659607842-pgv4ql-1564195518535.mp4?Expires=1668188799&Signature=XjeuBb~2iEr7V3Fk9G8SUAPlp-o3gBMUjWnLxFqSSpHf5ORl7dPUAY0tgLlQ~OH-xXaZmokWTLMrY0L0D141qalp8O47QkC-zlioKIsnkeze86dtMAWr-yBylOb6P2KwwWXvTgxgnnFvxYMeWAPZhhbbGnUg5gKkVzvsfxfWIsQ-kBiKS5eQXymF2qoHIkWyk1Z5XJTxx9jKIgewyyIQLwNMaaswyuwK0K7cnElKrSV30pNJGT55OYw6BlTp0NCBv0Ju4zB8Q037EHoVyovqeO8mu~ig9nFXYAV0DwcSZKJ7mTnQ~0HHhfUPMUgaeC6yCBNZqGAQRWGrtjbGYWAFhg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
